"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-04-01 ~ 2026-04-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"7034","경기도 부천시 원미구 중동","1029","1029","0000","금강마을(주공)","41.8500","202604","02","29,500","-","4","개인","개인","1994","계남로 126","-","중개거래","경기 수원시 영통구","-"
"7035","경기도 부천시 원미구 중동","1176-2","1176","0002","무지개마을(동신)","84.6000","202604","02","58,500","-","8","개인","개인","1993","조마루로 212","-","중개거래","경기 부천시 원미구","-"
"7036","경기도 부천시 원미구 중동","1179","1179","0000","미리내마을(금호)","84.9300","202604","02","70,100","918","16","개인","개인","1994","조마루로285번길 47","-","중개거래","경기 부천시 원미구","26.04.14"
"7037","경기도 부천시 원미구 상동","397","0397","0000","반달마을(선경)","39.8400","202604","02","25,400","-","12","개인","개인","1993","상일로 71","-","중개거래","경기 부천시 원미구","-"
"7038","경기도 부천시 소사구 소사본동","70-16","0070","0016","부천한신더휴메트로","64.9875","202604","02","55,500","-","10","개인","개인","2020","경인옛로 25","-","중개거래","경기 부천시 소사구","-"
"7039","경기도 부천시 소사구 소사본동","70-16","0070","0016","부천한신더휴메트로","59.9715","202604","02","60,000","-","33","개인","개인","2020","경인옛로 25","-","중개거래","경기 부천시 소사구, 경기 부천시 원미구","-"
"7040","경기도 부천시 소사구 소사본동","400-8","0400","0008","주공","58.1400","202604","02","27,900","-","12","개인","개인","1995","소사로78번길 70","-","중개거래","경기 부천시 소사구","-"
"7041","경기도 부천시 소사구 소사본동","400-8","0400","0008","주공","58.1400","202604","02","27,900","-","12","개인","개인","1995","소사로78번길 70","20260417","중개거래","경기 부천시 소사구","-"
"7042","경기도 부천시 소사구 심곡본동","576-11","0576","0011","썬리치","74.2500","202604","02","31,500","-","3","개인","개인","2022","심곡로34번길 22","-","중개거래","경기 부천시 소사구","-"
"7043","경기도 부천시 소사구 범박동","153-2","0153","0002","부천범박힐스테이트2단지","99.6100","202604","02","55,000","-","3","개인","개인","2004","범안로 80","-","중개거래","경기 부천시 소사구","-"
"7044","경기도 부천시 소사구 송내동","377-7","0377","0007","중동역푸르지오2차","84.9600","202604","02","63,000","203","12","개인","개인","2008","경인로117번길 27","-","직거래","-","26.04.20"
"7045","경기도 부천시 소사구 송내동","366-4","0366","0004","진우","46.3200","202604","02","12,500","-","1","개인","개인","1987","경인로 61-2","-","중개거래","경기 부천시 소사구","-"
"7046","경기도 부천시 소사구 송내동","580","0580","0000","삼익1","39.9300","202604","02","13,500","2","8","개인","개인","1979","경인로134번길 51","-","중개거래","경기 부천시 소사구","26.04.09"
"7047","경기도 부천시 소사구 송내동","450-1","0450","0001","현대","43.0200","202604","02","16,200","101","3","개인","개인","1988","성주로 86-4","-","중개거래","경기 광명시","26.04.17"
"7048","경기도 부천시 오정구 고강동","309-2","0309","0002","대진","42.8400","202604","02","12,500","-","1","개인","개인","1991","고강로72번길 51-16","-","중개거래","경기 부천시 오정구","-"
"7049","경기도 부천시 오정구 고강동","409-5","0409","0005","홍익","48.4500","202604","02","14,800","-","3","개인","개인","1989","고리울로74번길 6","-","중개거래","경기 부천시 오정구","-"
"7050","경기도 광명시 광명동","779","0779","0000","현진에버빌","120.2012","202604","02","83,250","-","12","개인","개인","2005","목감로 88","-","중개거래","경기 광명시","-"
"7051","경기도 광명시 광명동","781","0781","0000","월드메르디앙","84.8300","202604","02","68,500","-","1","개인","개인","2007","목감로 96","-","중개거래","경기 광명시, 경기 성남시 수정구","-"
"7052","경기도 광명시 광명동","782","0782","0000","팰리스필2차(782)","84.9200","202604","02","59,500","-","7","개인","개인","2007","새터안로12번길 9","-","중개거래","경기 광명시","-"
"7053","경기도 광명시 철산동","631","0631","0000","광명푸르지오","84.7645","202604","02","100,000","-","6","개인","개인","2007","도덕공원로 59","-","중개거래","경기 광명시","-"
"7054","경기도 광명시 철산동","634","0634","0000","철산래미안자이","59.6700","202604","02","99,000","-","10","개인","개인","2009","디지털로 56","-","중개거래","경기 시흥시","-"
"7055","경기도 광명시 철산동","625","0625","0000","도덕파크타운2단지","49.9700","202604","02","74,800","-","19","개인","개인","2001","가림일로 101","-","중개거래","경기 광명시, 서울 구로구","-"
"7056","경기도 광명시 철산동","449","0449","0000","주공12","61.3800","202604","02","115,000","-","12","개인","개인","1986","디지털로 63","-","중개거래","경기 광명시","-"
"7057","경기도 광명시 철산동","367","0367","0000","철산한신","89.4550","202604","02","91,500","-","16","개인","개인","1992","디지털로 64","-","중개거래","경기 광명시","-"
"7058","경기도 광명시 하안동","682","0682","0000","주공1","49.9400","202604","02","60,800","-","12","개인","개인","1989","안현로 15","-","중개거래","경기 광명시","-"
"7059","경기도 광명시 하안동","682","0682","0000","주공1","49.9400","202604","02","59,900","-","14","개인","개인","1989","안현로 15","-","중개거래","경기 광명시","-"
"7060","경기도 광명시 하안동","27","0027","0000","주공11","49.9400","202604","02","64,700","-","1","개인","개인","1990","하안로 318","-","중개거래","경기 광명시","-"
"7061","경기도 광명시 소하동","1288","1288","0000","광명소하휴먼시아2단지","101.9400","202604","02","94,000","-","9","개인","개인","2010","소하로 38","-","중개거래","경기 광명시","-"
"7062","경기도 평택시 장안동","619","0619","0000","평택장안마을코오롱하늘채","84.9448","202604","02","28,000","-","15","개인","개인","2013","추담로 58-78","-","중개거래","경기 평택시","-"
"7063","경기도 평택시 지산동","781-9","0781","0009","이한렉스빌플러스","27.0400","202604","02","8,300","이한렉스빌플러스","8","개인","개인","2017","송탄로 385","-","중개거래","경기 오산시","26.04.07"
"7064","경기도 평택시 군문동","360","0360","0000","군문주공2","49.4300","202604","02","16,200","-","13","개인","개인","1999","원평로25번길 61","-","중개거래","경기 평택시","-"
"7065","경기도 평택시 비전동","1089","1089","0000","평택센트럴해링턴플레이스","84.9803","202604","02","32,000","-","12","개인","개인","2012","평남로 865","-","중개거래","경기 평택시","-"
"7066","경기도 평택시 비전동","828-1","0828","0001","태산신그린","59.9100","202604","02","15,500","201","3","개인","개인","1995","평택5로 134","-","중개거래","경기 평택시","26.04.02"
"7067","경기도 평택시 동삭동","845","0845","0000","평택센트럴자이2단지","59.5153","202604","02","31,000","-","10","법인","개인","2017","상서재로4길 13","-","중개거래","경기 평택시","-"
"7068","경기도 평택시 동삭동","852","0852","0000","평택센트럴자이3단지","59.5152","202604","02","33,200","319동","17","개인","개인","2019","상서재로 55","-","중개거래","경기 평택시","26.04.10"
"7069","경기도 평택시 세교동","596","0596","0000","힐스테이트평택3차(3-1블록)","73.4200","202604","02","34,000","-","18","개인","개인","2019","세교6로 19","-","중개거래","경기 평택시","-"
"7070","경기도 평택시 소사동","697","0697","0000","평택효성해링턴플레이스2단지","103.7440","202604","02","45,000","-","7","개인","개인","2019","소사3로 22","-","중개거래","경기 평택시","-"
"7071","경기도 평택시 용이동","471-1","0471","0001","푸르지오1차","108.8017","202604","02","33,500","-","11","개인","개인","2009","현신3길 75","-","중개거래","경기 안성시","-"
"7072","경기도 평택시 용이동","601","0601","0000","평택용이금호어울림2단지","84.9986","202604","02","32,000","-","12","개인","개인","2015","현촌1로 8","-","중개거래","경기 평택시","-"
"7073","경기도 평택시 용이동","642","0642","0000","평택비전레이크푸르지오","78.9995","202604","02","48,000","-","14","개인","개인","2019","용죽1로 13","-","직거래","-","-"
"7074","경기도 평택시 고덕동","1895-2","1895","0002","고덕국제신도시르플로랑","46.9700","202604","02","36,200","-","21","개인","개인","2021","고덕국제대로 202","-","중개거래","경기 평택시","-"
"7075","경기도 평택시 안중읍 현화리","824-1","0824","0001","현대(824-5)","84.7260","202604","02","16,800","-","3","개인","개인","2003","안현로서6길 111","-","중개거래","경기 평택시","-"
"7076","경기도 평택시 포승읍 만호리","646-1","0646","0001","SR친오애","78.9582","202604","02","12,000","102","12","개인","개인","2004","서동대로 784","-","직거래","-","26.04.03"
"7077","경기도 평택시 청북읍 옥길리","1094","1094","0000","유승한내들","132.6639","202604","02","30,000","106","3","개인","개인","2010","안청로1길 75","-","직거래","-","26.04.02"
"7078","경기도 평택시 청북읍 옥길리","1153","1153","0000","유승한내들퍼스트뷰","84.9827","202604","02","25,700","-","14","개인","개인","2015","안청로4길 53","-","중개거래","경기 평택시","-"
"7079","경기도 평택시 진위면 갈곶리","239-2","0239","0002","한일","59.9400","202604","02","13,000","-","1","개인","개인","1996","엘지로 55","-","중개거래","경기 평택시","-"
"7080","경기도 동두천시 지행동","172","0172","0000","동양엔파트","104.3822","202604","02","30,000","-","6","개인","개인","2011","행선로20번길 43","-","중개거래","경기 동두천시","-"
"7081","경기도 동두천시 지행동","270-4","0270","0004","지행주공1단지","59.9900","202604","02","12,000","-","15","개인","개인","2000","삼육사로1002번길 93","-","중개거래","경기 동두천시","-"
"7082","경기도 동두천시 지행동","717-2","0717","0002","송내주공1단지","84.8700","202604","02","20,800","-","1","개인","개인","2004","지행로 16","-","중개거래","경기 동두천시","-"
"7083","경기도 동두천시 지행동","722-5","0722","0005","송내주공2단지","59.5600","202604","02","16,500","-","4","개인","개인","2004","동두천로 89","-","중개거래","경기 동두천시","-"
"7084","경기도 동두천시 지행동","282-5","0282","0005","지행현대1차아파트","59.8400","202604","02","13,400","-","3","개인","개인","1999","평화로 2316-20","-","중개거래","경기 동두천시","-"
"7085","경기도 동두천시 생연동","714-5","0714","0005","대방노블랜드2차","84.6500","202604","02","21,800","-","8","개인","개인","2005","거북마루로 45","-","중개거래","경기 동두천시","-"
"7086","경기도 동두천시 광암동","484-3","0484","0003","한성","44.0400","202604","02","2,900","A","1","개인","개인","1989","광암로17번길 15-2","-","중개거래","경기 동두천시","26.04.03"
"7087","경기도 안산시 상록구 사동","1512","1512","0000","안산고잔6차푸르지오","88.9820","202604","02","58,500","-","20","개인","개인","2005","해양1로 11","-","중개거래","경기 안산시 단원구, 경기 안산시 상록구","-"
"7088","경기도 안산시 상록구 사동","1511","1511","0000","안산고잔9차푸르지오","101.9284","202604","02","63,000","-","5","개인","개인","2007","해양로 16","-","중개거래","경기 안산시 상록구","-"
"7089","경기도 안산시 상록구 사동","1639-7","1639","0007","그랑시티자이","84.9080","202604","02","60,000","-","32","개인","개인","2020","해양4로 31","-","중개거래","경기 안산시 상록구","-"
